index, timestamp, power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
0, 2023/03/18 00:00:03.529, 177.20 W, 56, 100 %, 7816 MiB
0, 2023/03/18 00:01:03.532, 170.94 W, 56, 100 %, 7749 MiB
0, 2023/03/18 00:02:03.533, 174.84 W, 56, 97 %, 7470 MiB
0, 2023/03/18 00:03:03.534, 174.02 W, 56, 100 %, 7719 MiB
0, 2023/03/18 00:04:03.536, 178.28 W, 56, 100 %, 7616 MiB
0, 2023/03/18 00:05:03.537, 175.68 W, 56, 100 %, 7540 MiB
0, 2023/03/18 00:06:03.540, 181.21 W, 56, 100 %, 7705 MiB
0, 2023/03/18 00:07:03.541, 177.46 W, 56, 100 %, 7604 MiB
0, 2023/03/18 00:08:03.542, 178.32 W, 56, 100 %, 7744 MiB
0, 2023/03/18 00:09:03.544, 177.37 W, 56, 98 %, 7744 MiB
0, 2023/03/18 00:10:03.546, 175.42 W, 56, 100 %, 7735 MiB
0, 2023/03/18 00:11:03.547, 175.88 W, 56, 92 %, 7699 MiB
0, 2023/03/18 00:12:03.548, 175.47 W, 56, 91 %, 7643 MiB
0, 2023/03/18 00:13:03.549, 175.63 W, 56, 100 %, 7394 MiB
0, 2023/03/18 00:14:03.551, 169.84 W, 56, 98 %, 7531 MiB
0, 2023/03/18 00:15:03.552, 170.96 W, 56, 100 %, 7494 MiB
0, 2023/03/18 00:16:03.555, 177.00 W, 56, 100 %, 7594 MiB
0, 2023/03/18 00:17:03.556, 170.02 W, 55, 100 %, 7508 MiB
0, 2023/03/18 00:18:03.557, 174.59 W, 56, 100 %, 7385 MiB
0, 2023/03/18 00:19:03.559, 176.32 W, 56, 100 %, 7479 MiB
0, 2023/03/18 00:20:03.560, 172.66 W, 56, 99 %, 7414 MiB
0, 2023/03/18 00:21:03.561, 171.17 W, 56, 94 %, 7284 MiB
0, 2023/03/18 00:22:03.563, 177.65 W, 56, 97 %, 7410 MiB
0, 2023/03/18 00:23:03.564, 181.87 W, 57, 97 %, 6375 MiB
0, 2023/03/18 00:24:03.565, 172.28 W, 56, 94 %, 6322 MiB
0, 2023/03/18 00:25:03.567, 170.57 W, 56, 100 %, 6346 MiB
0, 2023/03/18 00:26:03.569, 171.17 W, 56, 97 %, 6318 MiB
0, 2023/03/18 00:27:03.571, 170.25 W, 56, 64 %, 6369 MiB
0, 2023/03/18 00:28:03.573, 172.96 W, 56, 98 %, 6332 MiB
